Suburb,Date,Number of Sales,Price
POINT PIPER (2027) (House),Oct '19 - Sep '20,8  ,1022000000  
QUAKERS HILL (2763) (House),Oct '19 - Sep '20,270  ,800000  
REVESBY (2212) (House),Oct '19 - Sep '20,156  ,101000000  
ROSEBERY (2018) (House),Oct '19 - Sep '20,45  ,182000000  
RYDE (2112) (House),Oct '19 - Sep '20,162  ,156000000  
ST IVES (2075) (House),Oct '19 - Sep '20,230  ,206000000  
SURRY HILLS (2010) (House),Oct '19 - Sep '20,134  ,185000000  
TAMARAMA (2026) (House),Oct '19 - Sep '20,22  ,574000000  
ULTIMO (2007) (House),Oct '19 - Sep '20,11  ,128000000  
WARWICK FARM (2170) (House),Oct '19 - Sep '20,13  ,716000  
WILLOUGHBY (2068) (House),Oct '19 - Sep '20,70  ,254000000  
WOOLOOWARE (2230) (House),Oct '19 - Sep '20,51  ,17000000  
YOWIE BAY (2228) (House),Oct '19 - Sep '20,30  ,184000000  
ALLAWAH (2218) (House),Oct '19 - Sep '20,8  ,109000000  
ARCADIA (2159) (House),Oct '19 - Sep '20,11  ,16000000  
ASHFIELD (2131) (House),Oct '19 - Sep '20,87  ,168000000  
BADGERYS CREEK (2555) (House),Oct '19 - Sep '20,2  ,1169000000  
BARANGAROO (2000) (House),Oct '19 - Sep '20,0  ,
BELLEVUE HILL (2023) (House),Oct '19 - Sep '20,87  ,622000000  
BONDI BEACH (2026) (House),Oct '19 - Sep '20,40  ,28000000  
CAMDEN (2570) (House),Oct '19 - Sep '20,44  ,705000  
CHIFLEY (2036) (House),Oct '19 - Sep '20,44  ,178000000  
CROWS NEST (2065) (House),Oct '19 - Sep '20,45  ,228000000  
DOVER HEIGHTS (2030) (House),Oct '19 - Sep '20,59  ,389000000  
EASTGARDENS (2036) (House),Oct '19 - Sep '20,6  ,177000000  
FIVE DOCK (2046) (House),Oct '19 - Sep '20,63  ,188000000  
GLENHAVEN (2156) (House),Oct '19 - Sep '20,88  ,17000000  
ILLAWONG (2234) (House),Oct '19 - Sep '20,80  ,121000000  
KINGSGROVE (2208) (House),Oct '19 - Sep '20,99  ,123000000  
LANE COVE (2066) (House),Oct '19 - Sep '20,62  ,233000000  
MALABAR (2036) (House),Oct '19 - Sep '20,35  ,223000000  
MATRAVILLE (2036) (House),Oct '19 - Sep '20,68  ,171000000  
MIRANDA (2228) (House),Oct '19 - Sep '20,147  ,125000000  
NEUTRAL BAY (2089) (House),Oct '19 - Sep '20,47  ,23000000  
OATLEY (2223) (House),Oct '19 - Sep '20,82  ,169000000  
PARRAMATTA (2150) (House),Oct '19 - Sep '20,39  ,125000000  
POTTS POINT (2011) (House),Oct '19 - Sep '20,7  ,318000000  
QUEENS PARK (2022) (House),Oct '19 - Sep '20,40  ,273000000  
RIVERVIEW (2066) (House),Oct '19 - Sep '20,42  ,262000000  
ROSEVILLE (2069) (House),Oct '19 - Sep '20,106  ,281000000  
SANS SOUCI (2219) (House),Oct '19 - Sep '20,79  ,161000000  
ST MARYS (2760) (House),Oct '19 - Sep '20,87  ,665000  
SUTHERLAND (2232) (House),Oct '19 - Sep '20,41  ,107000000  
TAREN POINT (2229) (House),Oct '19 - Sep '20,16  ,158000000  
VAUCLUSE (2030) (House),Oct '19 - Sep '20,108  ,55000000  
WATERLOO (2017) (House),Oct '19 - Sep '20,14  ,125000000  
WINDSOR (2756) (House),Oct '19 - Sep '20,20  ,648000  
WINDSOR (2756) (House),Oct '19 - Sep '20,20  ,648000  
ZETLAND (2017) (House),Oct '19 - Sep '20,12  ,168000000  
AMBARVALE (2560) (House),Oct '19 - Sep '20,64  ,555000  
ARNCLIFFE (2205) (House),Oct '19 - Sep '20,65  ,123000000  
ABBOTSBURY (2176) (House),Oct '20 - Sep '21,35  ,121000000  
ARNDELL PARK (2148) (House),Oct '20 - Sep '21,0  ,
ASQUITH (2077) (House),Oct '20 - Sep '21,50  ,145000000  
BALGOWLAH (2093) (House),Oct '20 - Sep '21,78  ,295000000  
BAULKHAM HILLS (2153) (House),Oct '20 - Sep '21,402  ,148000000  
BEXLEY (2207) (House),Oct '20 - Sep '21,154  ,147000000  
BRIGHTON-LE-SANDS (2216) (House),Oct '20 - Sep '21,38  ,17000000  
CANTERBURY (2193) (House),Oct '20 - Sep '21,40  ,145000000  
CLOVELLY (2031) (House),Oct '20 - Sep '21,58  ,404000000  
DACEYVILLE (2032) (House),Oct '20 - Sep '21,7  ,173000000  
DRUMMOYNE (2047) (House),Oct '20 - Sep '21,86  ,262000000  
EDGECLIFF (2027) (House),Oct '20 - Sep '21,15  ,25000000  
FORESTVILLE (2087) (House),Oct '20 - Sep '21,115  ,215000000  
FRESHWATER (2096) (House),Oct '20 - Sep '21,94  ,345000000  
JORDAN SPRINGS (NA) (House),Oct '20 - Sep '21,249  ,790000  
KOGARAH (2217) (House),Oct '20 - Sep '21,58  ,158000000  
LINDFIELD (2070) (House),Oct '20 - Sep '21,96  ,336000000  
MANLY (2095) (House),Oct '20 - Sep '21,73  ,453000000  
MENAI (2234) (House),Oct '20 - Sep '21,124  ,126000000  
MONTEREY (2217) (House),Oct '20 - Sep '21,33  ,199000000  
NEWINGTON (2127) (House),Oct '20 - Sep '21,43  ,145000000  
OYSTER BAY (2225) (House),Oct '20 - Sep '21,68  ,154000000  
PENRITH (2750) (House),Oct '20 - Sep '21,166  ,814000  
PUNCHBOWL (2196) (House),Oct '20 - Sep '21,139  ,1000000  
RAMSGATE (2217) (House),Oct '20 - Sep '21,14  ,143000000  
RIVERWOOD (2210) (House),Oct '20 - Sep '21,74  ,115000000  
ROSEHILL (2142) (House),Oct '20 - Sep '21,12  ,798000  
SEVEN HILLS (2147) (House),Oct '20 - Sep '21,266  ,890000  
ST PETERS (2044) (House),Oct '20 - Sep '21,60  ,151000000  
SYDENHAM (2044) (House),Oct '20 - Sep '21,20  ,132000000  
TEMPE (2044) (House),Oct '20 - Sep '21,61  ,138000000  
VILLAWOOD (2163) (House),Oct '20 - Sep '21,53  ,795000  
WATSONS BAY (2030) (House),Oct '20 - Sep '21,7  ,45000000  
WOLLI CREEK (2205) (House),Oct '20 - Sep '21,0  ,
WOOLWICH (2110) (House),Oct '20 - Sep '21,9  ,683000000  
ALEXANDRIA (2015) (House),Oct '20 - Sep '21,91  ,191000000  
ANGUS (2765) (House),Oct '20 - Sep '21,4  ,625000  
ARTARMON (2064) (House),Oct '20 - Sep '21,38  ,308000000  
AUBURN (2144) (House),Oct '20 - Sep '21,167  ,1000000  
BALMAIN EAST (2041) (House),Oct '20 - Sep '21,32  ,317000000  
BEACON HILL (2100) (House),Oct '20 - Sep '21,117  ,21000000  
BIRCHGROVE (2041) (House),Oct '20 - Sep '21,59  ,29000000  
BONDI JUNCTION (2022) (House),Oct '20 - Sep '21,83  ,261000000  
CARSS PARK (2221) (House),Oct '20 - Sep '21,23  ,198000000  
COLLAROY (2097) (House),Oct '20 - Sep '21,61  ,338000000  
DARLINGHURST (2010) (House),Oct '20 - Sep '21,73  ,201000000  
DULWICH HILL (2203) (House),Oct '20 - Sep '21,87  ,188000000  
ENMORE (2042) (House),Oct '20 - Sep '21,54  ,174000000  
FRENCHS FOREST (2086) (House),Oct '20 - Sep '21,221  ,2000000  
GREENACRE (2190) (House),Oct '20 - Sep '21,274  ,112000000  
KELLYVILLE (2155) (House),Oct '20 - Sep '21,484  ,146000000  
KURNELL (2231) (House),Oct '20 - Sep '21,33  ,152000000  
LIVERPOOL (2170) (House),Oct '20 - Sep '21,119  ,830000  
MAROUBRA (2035) (House),Oct '20 - Sep '21,267  ,26000000  
MILLERS POINT (2000) (House),Oct '20 - Sep '21,8  ,29000000  
MOORE PARK (2021) (House),Oct '20 - Sep '21,0  ,
NEWPORT (2106) (House),Oct '20 - Sep '21,153  ,29000000  
PADDINGTON (2021) (House),Oct '20 - Sep '21,281  ,31000000  
PENSHURST (2222) (House),Oct '20 - Sep '21,84  ,146000000  
PYMBLE (2073) (House),Oct '20 - Sep '21,176  ,304000000  
RANDWICK (2031) (House),Oct '20 - Sep '21,186  ,327000000  
ROCKDALE (2216) (House),Oct '20 - Sep '21,75  ,147000000  
ROUSE HILL (2155) (House),Oct '20 - Sep '21,220  ,125000000  
SILVERWATER (2128) (House),Oct '20 - Sep '21,13  ,135000000  
STANMORE (2048) (House),Oct '20 - Sep '21,125  ,193000000  
SYDNEY OLYMPIC PARK (2127) (House),Oct '20 - Sep '21,0  ,
THE ROCKS (2000) (House),Oct '20 - Sep '21,0  ,
WAHROONGA (2076) (House),Oct '20 - Sep '21,278  ,239000000  
WAVERLEY (2024) (House),Oct '20 - Sep '21,44  ,316000000  
WOOLLAHRA (2025) (House),Oct '20 - Sep '21,123  ,425000000  
YAGOONA (2199) (House),Oct '20 - Sep '21,224  ,980000  
ALFORDS POINT (2234) (House),Oct '20 - Sep '21,38  ,149000000  
ANNANDALE (2038) (House),Oct '20 - Sep '21,155  ,2000000  
ASHBURY (2193) (House),Oct '20 - Sep '21,39  ,188000000  
AUSTRAL (2179) (House),Oct '20 - Sep '21,645  ,450000  
BALMAIN (2041) (House),Oct '20 - Sep '21,163  ,237000000  
BEACONSFIELD (2015) (House),Oct '20 - Sep '21,27  ,18000000  
BLACKTOWN (2148) (House),Oct '20 - Sep '21,625  ,830000  
BROOKVALE (2100) (House),Oct '20 - Sep '21,17  ,183000000  
CASULA (2170) (House),Oct '20 - Sep '21,176  ,878000  
COOGEE (2034) (House),Oct '20 - Sep '21,69  ,365000000  
DEE WHY (2099) (House),Oct '20 - Sep '21,71  ,248000000  
EARLWOOD (2206) (House),Oct '20 - Sep '21,219  ,175000000  
ERSKINEVILLE (2043) (House),Oct '20 - Sep '21,84  ,162000000  
GLADESVILLE (2111) (House),Oct '20 - Sep '21,113  ,23000000  
GREENWICH (2065) (House),Oct '20 - Sep '21,49  ,325000000  
KILLARA (2071) (House),Oct '20 - Sep '21,137  ,412000000  
LA PEROUSE (2036) (House),Oct '20 - Sep '21,2  ,181000000  
LONGUEVILLE (2066) (House),Oct '20 - Sep '21,39  ,455000000  
MARRICKVILLE (2204) (House),Oct '20 - Sep '21,209  ,17000000  
MINCHINBURY (2770) (House),Oct '20 - Sep '21,53  ,870000  
MOUNT DRUITT (2770) (House),Oct '20 - Sep '21,104  ,772000  
NORTH BONDI (2026) (House),Oct '20 - Sep '21,94  ,41000000  
PADSTOW (2211) (House),Oct '20 - Sep '21,186  ,12000000  
PETERSHAM (2049) (House),Oct '20 - Sep '21,97  ,18000000  
PYRMONT (2009) (House),Oct '20 - Sep '21,11  ,154000000  
REDFERN (2016) (House),Oct '20 - Sep '21,112  ,185000000  
ROSE BAY (2029) (House),Oct '20 - Sep '21,74  ,488000000  
RUSHCUTTERS BAY (2011) (House),Oct '20 - Sep '21,1  ,34000000  
ST ANDREWS (2566) (House),Oct '20 - Sep '21,60  ,728000  
STRATHFIELD (2135) (House),Oct '20 - Sep '21,216  ,302000000  
SYLVANIA (2224) (House),Oct '20 - Sep '21,152  ,163000000  
TURRAMURRA (2074) (House),Oct '20 - Sep '21,191  ,29000000  
WAREEMBA (2046) (House),Oct '20 - Sep '21,14  ,248000000  
WESTMEAD (2145) (House),Oct '20 - Sep '21,40  ,154000000  
WOOLLOOMOOLOO (2011) (House),Oct '20 - Sep '21,8  ,196000000  
YENNORA (2161) (House),Oct '20 - Sep '21,11  ,770000  
ALLAMBIE HEIGHTS (2100) (House),Oct '20 - Sep '21,104  ,23000000  
ANNANGROVE (2156) (House),Oct '20 - Sep '21,11  ,37000000  
ASHCROFT (2168) (House),Oct '20 - Sep '21,29  ,700000  
AVALON BEACH (2107) (House),Oct '20 - Sep '21,186  ,279000000  
BANKSTOWN (2200) (House),Oct '20 - Sep '21,153  ,11000000  
BELLA VISTA (2153) (House),Oct '20 - Sep '21,140  ,195000000  
BONDI (2026) (House),Oct '20 - Sep '21,49  ,348000000  
CABRAMATTA (2166) (House),Oct '20 - Sep '21,66  ,103000000  
CHATSWOOD (2067) (House),Oct '20 - Sep '21,149  ,285000000  
CRONULLA (2230) (House),Oct '20 - Sep '21,92  ,267000000  
DOUBLE BAY (2028) (House),Oct '20 - Sep '21,33  ,628000000  
EASTERN CREEK (2766) (House),Oct '20 - Sep '21,13  ,780000  
FAIRFIELD (2165) (House),Oct '20 - Sep '21,104  ,875000  
GLEBE (2037) (House),Oct '20 - Sep '21,96  ,189000000  
GYMEA (2227) (House),Oct '20 - Sep '21,87  ,145000000  
KINGSFORD (2032) (House),Oct '20 - Sep '21,102  ,25000000  
LAKEMBA (2195) (House),Oct '20 - Sep '21,54  ,107000000  
MACQUARIE PARK (2113) (House),Oct '20 - Sep '21,0  ,
MASCOT (2020) (House),Oct '20 - Sep '21,109  ,161000000  
MINTO (2566) (House),Oct '20 - Sep '21,188  ,735000  
NARRABEEN (2101) (House),Oct '20 - Sep '21,37  ,35000000  
NORTH SYDNEY (2060) (House),Oct '20 - Sep '21,35  ,296000000  
PAGEWOOD (2035) (House),Oct '20 - Sep '21,51  ,21000000  
POINT PIPER (2027) (House),Oct '20 - Sep '21,18  ,136000000  
QUAKERS HILL (2763) (House),Oct '20 - Sep '21,371  ,898000  
REVESBY (2212) (House),Oct '20 - Sep '21,216  ,119000000  
ROSEBERY (2018) (House),Oct '20 - Sep '21,74  ,192000000  
RYDE (2112) (House),Oct '20 - Sep '21,238  ,2000000  
ST IVES (2075) (House),Oct '20 - Sep '21,296  ,263000000  
SURRY HILLS (2010) (House),Oct '20 - Sep '21,137  ,198000000  
TAMARAMA (2026) (House),Oct '20 - Sep '21,17  ,795000000  
ULTIMO (2007) (House),Oct '20 - Sep '21,15  ,162000000  
WARWICK FARM (2170) (House),Oct '20 - Sep '21,9  ,810000  
WILLOUGHBY (2068) (House),Oct '20 - Sep '21,108  ,287000000  
WOOLOOWARE (2230) (House),Oct '20 - Sep '21,66  ,205000000  
YOWIE BAY (2228) (House),Oct '20 - Sep '21,36  ,217000000  
ALLAWAH (2218) (House),Oct '20 - Sep '21,19  ,15000000  
ARCADIA (2159) (House),Oct '20 - Sep '21,16  ,28000000  
ASHFIELD (2131) (House),Oct '20 - Sep '21,92  ,172000000  
BADGERYS CREEK (2555) (House),Oct '20 - Sep '21,3  ,853000000  
BARANGAROO (2000) (House),Oct '20 - Sep '21,0  ,
BELLEVUE HILL (2023) (House),Oct '20 - Sep '21,96  ,735000000  
BONDI BEACH (2026) (House),Oct '20 - Sep '21,61  ,385000000  
CAMDEN (2570) (House),Oct '20 - Sep '21,58  ,880000  
CHIFLEY (2036) (House),Oct '20 - Sep '21,52  ,202000000  
CROWS NEST (2065) (House),Oct '20 - Sep '21,54  ,247000000  
DOVER HEIGHTS (2030) (House),Oct '20 - Sep '21,50  ,526000000  
EASTGARDENS (2036) (House),Oct '20 - Sep '21,9  ,177000000  
FIVE DOCK (2046) (House),Oct '20 - Sep '21,88  ,208000000  
GLENHAVEN (2156) (House),Oct '20 - Sep '21,108  ,202000000  
ILLAWONG (2234) (House),Oct '20 - Sep '21,100  ,15000000  
KINGSGROVE (2208) (House),Oct '20 - Sep '21,135  ,153000000  
LANE COVE (2066) (House),Oct '20 - Sep '21,87  ,283000000  
MALABAR (2036) (House),Oct '20 - Sep '21,41  ,281000000  
MATRAVILLE (2036) (House),Oct '20 - Sep '21,89  ,205000000  
MIRANDA (2228) (House),Oct '20 - Sep '21,189  ,153000000  
NEUTRAL BAY (2089) (House),Oct '20 - Sep '21,49  ,31000000  
OATLEY (2223) (House),Oct '20 - Sep '21,116  ,188000000  
PARRAMATTA (2150) (House),Oct '20 - Sep '21,42  ,136000000  
POTTS POINT (2011) (House),Oct '20 - Sep '21,9  ,493000000  
QUEENS PARK (2022) (House),Oct '20 - Sep '21,39  ,34000000  
RIVERVIEW (2066) (House),Oct '20 - Sep '21,55  ,321000000  
ROSEVILLE (2069) (House),Oct '20 - Sep '21,135  ,35000000  
SANS SOUCI (2219) (House),Oct '20 - Sep '21,124  ,181000000  
ST MARYS (2760) (House),Oct '20 - Sep '21,130  ,761000  
SUTHERLAND (2232) (House),Oct '20 - Sep '21,64  ,131000000  
TAREN POINT (2229) (House),Oct '20 - Sep '21,32  ,195000000  
VAUCLUSE (2030) (House),Oct '20 - Sep '21,145  ,71000000  
WATERLOO (2017) (House),Oct '20 - Sep '21,25  ,132000000  
WINDSOR (2756) (House),Oct '20 - Sep '21,49  ,835000  
WINDSOR (2756) (House),Oct '20 - Sep '21,49  ,835000  
ZETLAND (2017) (House),Oct '20 - Sep '21,16  ,202000000  
AMBARVALE (2560) (House),Oct '20 - Sep '21,84  ,660000  
ARNCLIFFE (2205) (House),Oct '20 - Sep '21,106  ,144000000  
ABBOTSBURY (2176) (House),Oct '21 - Sep '22,33  ,145000000  
ARNDELL PARK (2148) (House),Oct '21 - Sep '22,0  ,
ASQUITH (2077) (House),Oct '21 - Sep '22,32  ,176000000  
BALGOWLAH (2093) (House),Oct '21 - Sep '22,57  ,34000000  
BAULKHAM HILLS (2153) (House),Oct '21 - Sep '22,277  ,172000000  
BEXLEY (2207) (House),Oct '21 - Sep '22,131  ,164000000  
BRIGHTON-LE-SANDS (2216) (House),Oct '21 - Sep '22,36  ,185000000  
CANTERBURY (2193) (House),Oct '21 - Sep '22,47  ,152000000  
CLOVELLY (2031) (House),Oct '21 - Sep '22,33  ,5000000  
DACEYVILLE (2032) (House),Oct '21 - Sep '22,8  ,151000000  
DRUMMOYNE (2047) (House),Oct '21 - Sep '22,75  ,281000000  
EDGECLIFF (2027) (House),Oct '21 - Sep '22,14  ,34000000  
FORESTVILLE (2087) (House),Oct '21 - Sep '22,72  ,231000000  
FRESHWATER (2096) (House),Oct '21 - Sep '22,43  ,381000000  
JORDAN SPRINGS (NA) (House),Oct '21 - Sep '22,163  ,951000  
KOGARAH (2217) (House),Oct '21 - Sep '22,49  ,172000000  
LINDFIELD (2070) (House),Oct '21 - Sep '22,68  ,394000000  
MANLY (2095) (House),Oct '21 - Sep '22,48  ,451000000  
MENAI (2234) (House),Oct '21 - Sep '22,73  ,158000000  
MONTEREY (2217) (House),Oct '21 - Sep '22,25  ,258000000  
NEWINGTON (2127) (House),Oct '21 - Sep '22,26  ,17000000  
OYSTER BAY (2225) (House),Oct '21 - Sep '22,64  ,177000000  
PENRITH (2750) (House),Oct '21 - Sep '22,120  ,910000  
PUNCHBOWL (2196) (House),Oct '21 - Sep '22,125  ,117000000  
RAMSGATE (2217) (House),Oct '21 - Sep '22,12  ,198000000  
RIVERWOOD (2210) (House),Oct '21 - Sep '22,65  ,126000000  
ROSEHILL (2142) (House),Oct '21 - Sep '22,5  ,143000000  
SEVEN HILLS (2147) (House),Oct '21 - Sep '22,186  ,102000000  
ST PETERS (2044) (House),Oct '21 - Sep '22,49  ,16000000  
SYDENHAM (2044) (House),Oct '21 - Sep '22,19  ,143000000  
TEMPE (2044) (House),Oct '21 - Sep '22,41  ,161000000  
VILLAWOOD (2163) (House),Oct '21 - Sep '22,56  ,870000  
WATSONS BAY (2030) (House),Oct '21 - Sep '22,9  ,1238000000  
WOLLI CREEK (2205) (House),Oct '21 - Sep '22,0  ,
WOOLWICH (2110) (House),Oct '21 - Sep '22,6  ,99000000  
ALEXANDRIA (2015) (House),Oct '21 - Sep '22,51  ,2000000  
ANGUS (2765) (House),Oct '21 - Sep '22,2  ,749000  
ARTARMON (2064) (House),Oct '21 - Sep '22,31  ,375000000  
AUBURN (2144) (House),Oct '21 - Sep '22,144  ,11000000  
BALMAIN EAST (2041) (House),Oct '21 - Sep '22,12  ,417000000  
BEACON HILL (2100) (House),Oct '21 - Sep '22,62  ,231000000  
BIRCHGROVE (2041) (House),Oct '21 - Sep '22,37  ,348000000  
BONDI JUNCTION (2022) (House),Oct '21 - Sep '22,60  ,279000000  
CARSS PARK (2221) (House),Oct '21 - Sep '22,17  ,27000000  
COLLAROY (2097) (House),Oct '21 - Sep '22,35  ,368000000  
DARLINGHURST (2010) (House),Oct '21 - Sep '22,68  ,226000000  
DULWICH HILL (2203) (House),Oct '21 - Sep '22,89  ,194000000  
ENMORE (2042) (House),Oct '21 - Sep '22,34  ,216000000  
FRENCHS FOREST (2086) (House),Oct '21 - Sep '22,150  ,223000000  
GREENACRE (2190) (House),Oct '21 - Sep '22,202  ,125000000  
KELLYVILLE (2155) (House),Oct '21 - Sep '22,291  ,173000000  
KURNELL (2231) (House),Oct '21 - Sep '22,24  ,188000000  
LIVERPOOL (2170) (House),Oct '21 - Sep '22,120  ,987000  
MAROUBRA (2035) (House),Oct '21 - Sep '22,173  ,275000000  
MILLERS POINT (2000) (House),Oct '21 - Sep '22,2  ,169000000  
MOORE PARK (2021) (House),Oct '21 - Sep '22,0  ,
NEWPORT (2106) (House),Oct '21 - Sep '22,86  ,325000000  
PADDINGTON (2021) (House),Oct '21 - Sep '22,199  ,319000000  
PENSHURST (2222) (House),Oct '21 - Sep '22,68  ,18000000  
PYMBLE (2073) (House),Oct '21 - Sep '22,130  ,363000000  
RANDWICK (2031) (House),Oct '21 - Sep '22,113  ,34000000  
ROCKDALE (2216) (House),Oct '21 - Sep '22,43  ,16000000  
ROUSE HILL (2155) (House),Oct '21 - Sep '22,112  ,151000000  
SILVERWATER (2128) (House),Oct '21 - Sep '22,15  ,16000000  
STANMORE (2048) (House),Oct '21 - Sep '22,66  ,224000000  
SYDNEY OLYMPIC PARK (2127) (House),Oct '21 - Sep '22,0  ,
THE ROCKS (2000) (House),Oct '21 - Sep '22,1  ,15001000000  
WAHROONGA (2076) (House),Oct '21 - Sep '22,180  ,275000000  
WAVERLEY (2024) (House),Oct '21 - Sep '22,27  ,302000000  
WOOLLAHRA (2025) (House),Oct '21 - Sep '22,57  ,458000000  
YAGOONA (2199) (House),Oct '21 - Sep '22,157  ,11000000  
ALFORDS POINT (2234) (House),Oct '21 - Sep '22,30  ,162000000  
ANNANDALE (2038) (House),Oct '21 - Sep '22,113  ,228000000  
ASHBURY (2193) (House),Oct '21 - Sep '22,29  ,2000000  
AUSTRAL (2179) (House),Oct '21 - Sep '22,170  ,938000  
BALMAIN (2041) (House),Oct '21 - Sep '22,119  ,27000000  
BEACONSFIELD (2015) (House),Oct '21 - Sep '22,18  ,172000000  
BLACKTOWN (2148) (House),Oct '21 - Sep '22,447  ,915000  
BROOKVALE (2100) (House),Oct '21 - Sep '22,18  ,281000000  
CASULA (2170) (House),Oct '21 - Sep '22,158  ,1000000  
COOGEE (2034) (House),Oct '21 - Sep '22,34  ,368000000  
DEE WHY (2099) (House),Oct '21 - Sep '22,58  ,258000000  
EARLWOOD (2206) (House),Oct '21 - Sep '22,152  ,186000000  
ERSKINEVILLE (2043) (House),Oct '21 - Sep '22,77  ,168000000  
GLADESVILLE (2111) (House),Oct '21 - Sep '22,111  ,262000000  
GREENWICH (2065) (House),Oct '21 - Sep '22,42  ,381000000  
KILLARA (2071) (House),Oct '21 - Sep '22,73  ,41000000  
LA PEROUSE (2036) (House),Oct '21 - Sep '22,5  ,444000000  
LONGUEVILLE (2066) (House),Oct '21 - Sep '22,17  ,638000000  
MARRICKVILLE (2204) (House),Oct '21 - Sep '22,186  ,194000000  
MINCHINBURY (2770) (House),Oct '21 - Sep '22,57  ,950000  
MOUNT DRUITT (2770) (House),Oct '21 - Sep '22,74  ,932000  
NORTH BONDI (2026) (House),Oct '21 - Sep '22,58  ,451000000  
PADSTOW (2211) (House),Oct '21 - Sep '22,150  ,135000000  
PETERSHAM (2049) (House),Oct '21 - Sep '22,78  ,19000000  
PYRMONT (2009) (House),Oct '21 - Sep '22,7  ,225000000  
REDFERN (2016) (House),Oct '21 - Sep '22,93  ,175000000  
ROSE BAY (2029) (House),Oct '21 - Sep '22,47  ,56000000  
RUSHCUTTERS BAY (2011) (House),Oct '21 - Sep '22,0  ,
ST ANDREWS (2566) (House),Oct '21 - Sep '22,72  ,813000  
STRATHFIELD (2135) (House),Oct '21 - Sep '22,139  ,35000000  
SYLVANIA (2224) (House),Oct '21 - Sep '22,87  ,18000000  
TURRAMURRA (2074) (House),Oct '21 - Sep '22,123  ,33000000  
WAREEMBA (2046) (House),Oct '21 - Sep '22,12  ,277000000  
WESTMEAD (2145) (House),Oct '21 - Sep '22,32  ,166000000  
WOOLLOOMOOLOO (2011) (House),Oct '21 - Sep '22,5  ,2000000  
YENNORA (2161) (House),Oct '21 - Sep '22,12  ,952000  
ALLAMBIE HEIGHTS (2100) (House),Oct '21 - Sep '22,64  ,26000000  
ANNANGROVE (2156) (House),Oct '21 - Sep '22,10  ,365000000  
ASHCROFT (2168) (House),Oct '21 - Sep '22,35  ,812000  
AVALON BEACH (2107) (House),Oct '21 - Sep '22,124  ,316000000  
BANKSTOWN (2200) (House),Oct '21 - Sep '22,118  ,123000000  
BELLA VISTA (2153) (House),Oct '21 - Sep '22,80  ,231000000  
BONDI (2026) (House),Oct '21 - Sep '22,41  ,47000000  
CABRAMATTA (2166) (House),Oct '21 - Sep '22,70  ,107000000  
CHATSWOOD (2067) (House),Oct '21 - Sep '22,99  ,313000000  
CRONULLA (2230) (House),Oct '21 - Sep '22,59  ,32000000  
DOUBLE BAY (2028) (House),Oct '21 - Sep '22,19  ,61000000  
EASTERN CREEK (2766) (House),Oct '21 - Sep '22,14  ,938000  
FAIRFIELD (2165) (House),Oct '21 - Sep '22,96  ,102000000  
GLEBE (2037) (House),Oct '21 - Sep '22,92  ,244000000  
GYMEA (2227) (House),Oct '21 - Sep '22,62  ,179000000  
KINGSFORD (2032) (House),Oct '21 - Sep '22,68  ,28000000  
LAKEMBA (2195) (House),Oct '21 - Sep '22,45  ,111000000  
MACQUARIE PARK (2113) (House),Oct '21 - Sep '22,0  ,
MASCOT (2020) (House),Oct '21 - Sep '22,75  ,184000000  
MINTO (2566) (House),Oct '21 - Sep '22,109  ,875000  
NARRABEEN (2101) (House),Oct '21 - Sep '22,18  ,317000000  
NORTH SYDNEY (2060) (House),Oct '21 - Sep '22,18  ,335000000  
PAGEWOOD (2035) (House),Oct '21 - Sep '22,31  ,25000000  
POINT PIPER (2027) (House),Oct '21 - Sep '22,4  ,1875000000  
QUAKERS HILL (2763) (House),Oct '21 - Sep '22,271  ,107000000  
REVESBY (2212) (House),Oct '21 - Sep '22,162  ,134000000  
ROSEBERY (2018) (House),Oct '21 - Sep '22,44  ,229000000  
RYDE (2112) (House),Oct '21 - Sep '22,161  ,239000000  
ST IVES (2075) (House),Oct '21 - Sep '22,185  ,3000000  
SURRY HILLS (2010) (House),Oct '21 - Sep '22,83  ,212000000  
TAMARAMA (2026) (House),Oct '21 - Sep '22,13  ,1105000000  
ULTIMO (2007) (House),Oct '21 - Sep '22,8  ,184000000  
WARWICK FARM (2170) (House),Oct '21 - Sep '22,16  ,853000  
WILLOUGHBY (2068) (House),Oct '21 - Sep '22,72  ,337000000  
WOOLOOWARE (2230) (House),Oct '21 - Sep '22,39  ,265000000  
YOWIE BAY (2228) (House),Oct '21 - Sep '22,25  ,262000000  
ALLAWAH (2218) (House),Oct '21 - Sep '22,5  ,123000000  
ARCADIA (2159) (House),Oct '21 - Sep '22,12  ,345000000  
ASHFIELD (2131) (House),Oct '21 - Sep '22,97  ,204000000  
BADGERYS CREEK (2555) (House),Oct '21 - Sep '22,3  ,95000000  
BARANGAROO (2000) (House),Oct '21 - Sep '22,0  ,
BELLEVUE HILL (2023) (House),Oct '21 - Sep '22,50  ,846000000  
BONDI BEACH (2026) (House),Oct '21 - Sep '22,32  ,$379.00
CAMDEN (2570) (House),Oct '21 - Sep '22,54  ,$111.00
CHIFLEY (2036) (House),Oct '21 - Sep '22,27  ,$231.00
CROWS NEST (2065) (House),Oct '21 - Sep '22,37  ,292000000  
DOVER HEIGHTS (2030) (House),Oct '21 - Sep '22,35  ,635000000 
